time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-14T19:43:57.560Z,37.6328333,-119.0315,-0.06,1.95,md,11,58,0.01025,0.06,nc,nc72999461,2018-04-16T20:28:03.203Z,"5km W of Mammoth Lakes, CA",earthquake,0.23,0.38,0.469,9,reviewed,nc,nc
2018-04-14T19:29:18.960Z,56.396,-148.5898,1.4,2.8,ml,,,,0.45,ak,ak19244236,2018-04-19T17:17:48.457Z,"278km ESE of Kodiak, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-04-14T19:26:27.000Z,-7.9646,-74.5413,157.34,4.6,mb,,99,1.834,1.49,us,us2000e0e3,2018-04-20T01:03:29.495Z,"45km N of Pucallpa, Peru",earthquake,6.9,7.3,0.066,68,reviewed,us,us
2018-04-14T19:25:04.840Z,37.4488333,-118.3556667,3.47,0.74,md,8,140,0.06147,0.03,nc,nc72999456,2018-04-16T16:59:09.872Z,"9km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.37,1.19,0.088,6,reviewed,nc,nc
2018-04-14T19:14:02.480Z,56.322,-148.5629,11.7,2.8,ml,,,,0.52,ak,ak19244235,2018-04-19T17:17:47.899Z,"284km ESE of Kodiak, Alaska",earthquake,,4.5,,,reviewed,ak,ak
2018-04-14T19:10:11.515Z,57.8798,-156.4134,135,2.1,ml,,,,0.33,ak,ak19244234,2018-04-19T17:17:47.309Z,"91km S of King Salmon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-14T19:09:44.884Z,64.6253,-149.384,22.2,0.4,ml,,,,0.39,ak,ak19235711,2018-04-19T17:17:46.797Z,"13km WNW of North Nenana, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-04-14T19:08:46.412Z,60.339,-143.1047,0.2,0.9,ml,,,,0.51,ak,ak19235708,2018-04-19T17:17:46.281Z,"48km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T19:07:56.160Z,37.5971667,-119.0156667,2.23,0.39,md,11,193,0.01622,0.05,nc,nc72999451,2018-04-16T17:02:02.576Z,"6km SW of Mammoth Lakes, CA",earthquake,0.61,0.44,0.11,9,reviewed,nc,nc
2018-04-14T19:07:27.440Z,19.3775,-155.2465,0.34,0.71,md,24,77,0.0068,0.09,hv,hv70080666,2018-04-18T01:47:34.660Z,"5km S of Volcano, Hawaii",earthquake,0.17,0.14,0.031,5,reviewed,hv,hv
2018-04-14T19:06:43.500Z,19.3706665,-155.2546692,-0.1,2.16,ml,11,213,0.01359,0.17,hv,hv70080661,2018-04-14T19:12:28.370Z,"6km SSW of Volcano, Hawaii",earthquake,0.77,0.49,4.15,3,automatic,hv,hv
2018-04-14T19:04:55.090Z,60.1239,-153.0175,118.9,1.9,ml,,,,0.53,ak,ak19235705,2018-04-19T17:17:45.579Z,"43km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T19:02:24.663Z,65.0111,-147.3791,0,1.1,ml,,,,0.57,ak,ak19235702,2018-04-19T17:17:45.034Z,"24km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2018-04-14T19:00:06.380Z,33.929,-116.8263333,5.59,0.83,ml,29,96,0.03828,0.12,ci,ci38148968,2018-04-16T19:21:35.578Z,"4km WNW of Cabazon, CA",earthquake,0.19,0.43,0.093,13,reviewed,ci,ci
2018-04-14T18:55:20.297Z,41.9003,-119.6382,4,2,ml,4,177,0.626,0.1092,nn,nn00630455,2018-04-15T02:05:57.014Z,"66km ESE of Lakeview, Oregon",earthquake,,5,0,1,reviewed,nn,nn
2018-04-14T18:53:58.841Z,41.8938,-119.6299,0,2.8,ml,8,77.64,0.635,0.2398,nn,nn00630412,2018-04-17T15:33:08.040Z,"67km ESE of Lakeview, Oregon",earthquake,,0,0.19,4,reviewed,nn,nn
2018-04-14T18:38:14.560Z,19.2977,-108.119,39.77,4.6,mb,,185,4.685,0.91,us,us2000e0d1,2018-04-18T15:05:41.591Z,"Revilla Gigedo Islands region",earthquake,10.4,7.5,0.04,186,reviewed,us,us
2018-04-14T18:36:41.644Z,61.2977,-150.2911,57,1.1,ml,,,,0.39,ak,ak19235580,2018-04-19T17:17:44.490Z,"22km WNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T18:34:12.570Z,40.6982,-29.1871,10,5.1,mww,,25,2.103,0.74,us,us2000e0d0,2018-04-17T14:12:15.040Z,"209km NNW of Lagoa, Portugal",earthquake,8.2,1.8,0.073,18,reviewed,us,us
2018-04-14T18:28:31.646Z,60.4573,-148.3669,3.3,1.8,ml,,,,0.5,ak,ak19235577,2018-04-19T17:17:43.821Z,"39km SSE of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T18:26:24.910Z,40.4088333,-121.5613333,3.17,0.34,md,3,186,0.09346,0.08,nc,nc73001376,2018-04-19T17:11:44.439Z,"6km N of Mineral, CA",earthquake,0.54,31.61,0.163,3,reviewed,nc,nc
2018-04-14T18:22:46.780Z,18.2295,-68.06,109,3.27,md,6,191,0.9756,0.28,pr,pr2018104004,2018-04-17T14:04:09.040Z,"53km SE of Punta Cana, Dominican Republic",earthquake,4.54,2.46,0.04,3,reviewed,pr,pr
2018-04-14T18:22:12.052Z,59.584,-152.8881,89.2,1.4,ml,,,,0.33,ak,ak19244227,2018-04-19T17:17:43.328Z,"63km WSW of Anchor Point, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2018-04-14T18:07:32.120Z,44.5137,148.1668,59.23,4.3,mb,,164,4.019,0.9,us,us2000e0cl,2018-04-17T13:56:09.040Z,"83km SSE of Kuril'sk, Russia",earthquake,9.9,7.8,0.067,64,reviewed,us,us
2018-04-14T18:02:23.450Z,-6.2818,105.2033,57.26,4.8,mww,,83,3.394,0.88,us,us2000e0ce,2018-04-17T13:44:44.040Z,"62km WNW of Babakanbungur, Indonesia",earthquake,7.5,6.3,0.075,17,reviewed,us,us
2018-04-14T18:01:33.850Z,38.7613335,-122.7331696,2.67,0.78,md,8,111,0.01724,0.02,nc,nc72999441,2018-04-14T19:33:04.503Z,"3km SE of The Geysers, CA",earthquake,0.8,1.69,0.19,2,automatic,nc,nc
2018-04-14T17:56:42.030Z,38.8356667,-122.8030014,3.29,0.77,md,12,155,0.01026,0.04,nc,nc72999436,2018-04-14T19:07:02.367Z,"7km WNW of Cobb, CA",earthquake,0.92,0.85,0.16,2,automatic,nc,nc
2018-04-14T17:50:28.270Z,33.4936667,-116.4971667,13.27,1,ml,27,80,0.06667,0.2,ci,ci38148952,2018-04-15T23:27:43.524Z,"18km ESE of Anza, CA",earthquake,0.34,0.56,0.156,27,reviewed,ci,ci
2018-04-14T17:37:53.060Z,41.0226667,-121.4381667,-0.4,1.56,md,18,174,0.158,0.12,nc,nc73000976,2018-04-18T22:18:02.208Z,"2km N of Fall River Mills, CA",earthquake,0.48,0.43,0.11,15,reviewed,nc,nc
2018-04-14T17:27:24.840Z,38.8296661,-122.8089981,1.61,1.79,md,29,49,0.006318,0.04,nc,nc72999431,2018-04-14T18:40:03.229Z,"7km NW of The Geysers, CA",earthquake,0.19,0.33,0.13,10,automatic,nc,nc
2018-04-14T17:27:22.074Z,66.2327,-157.4526,7,1.8,ml,,,,0.55,ak,ak19235567,2018-04-19T17:17:42.712Z,"79km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T17:20:06.235Z,38.9634,-115.6843,12,1.8,ml,8,121.51,0.669,0.195,nn,nn00630392,2018-04-15T02:05:14.105Z,"30km NW of Currant, Nevada",earthquake,,3,0.98,2,reviewed,nn,nn
2018-04-14T17:15:29.540Z,46.7996,-112.5574,12.21,2.5,ml,,96,0.25,0.78,us,us2000e0ku,2018-04-17T13:42:29.349Z,"19km SSE of Lincoln, Montana",earthquake,4.9,6.7,0.064,32,reviewed,us,us
2018-04-14T17:14:12.220Z,34.3565,-116.9041667,4.13,1.3,ml,55,44,0.09497,0.19,ci,ci38148936,2018-04-16T18:41:47.850Z,"11km SSE of Lucerne Valley, CA",earthquake,0.16,0.55,0.093,34,reviewed,ci,ci
2018-04-14T17:13:34.330Z,40.2547,-29.4315,10,4.6,mb,,130,1.785,0.83,us,us2000e0bl,2018-04-14T17:46:08.040Z,"169km ENE of Santa Cruz das Flores, Portugal",earthquake,10.7,1.9,0.069,63,reviewed,us,us
2018-04-14T16:54:37.009Z,53.4969,-167.3918,19.7,1.7,ml,,,,0.64,ak,ak19244225,2018-04-19T17:17:42.211Z,"70km SW of Unalaska, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T16:53:11.580Z,40.4473,-29.3788,10,5.3,mww,,48,1.933,1.19,us,us2000e0b2,2018-04-16T03:33:42.163Z,"185km NE of Santa Cruz das Flores, Portugal",earthquake,9.6,1.9,0.073,18,reviewed,us,us
2018-04-14T16:45:20.550Z,33.5115,-116.7976667,5.22,0.39,ml,15,100,0.0737,0.06,ci,ci38148928,2018-04-16T17:52:49.303Z,"10km NE of Aguanga, CA",earthquake,0.18,0.68,0.096,10,reviewed,ci,ci
2018-04-14T16:33:35.180Z,35.3951667,-118.5493333,6.61,1.36,ml,25,127,0.1476,0.15,ci,ci38148920,2018-04-16T18:07:27.067Z,"22km SSW of Bodfish, CA",earthquake,0.22,0.69,0.209,23,reviewed,ci,ci
2018-04-14T16:32:56.761Z,56.3297,-149.3814,5.1,2.7,ml,,,,0.72,ak,ak19244224,2018-04-19T17:17:41.688Z,"245km SE of Kodiak, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-04-14T16:23:00.370Z,33.5155,-116.7963333,4.96,0.29,ml,22,70,0.07006,0.09,ci,ci38148912,2018-04-16T17:58:59.060Z,"10km NE of Aguanga, CA",earthquake,0.16,0.6,0.052,9,reviewed,ci,ci
2018-04-14T16:22:20.380Z,40.123,-117.3416,3.3,1.7,ml,5,192.25,0.322,0.199,nn,nn00630454,2018-04-15T02:05:55.676Z,"67km SSW of Battle Mountain, Nevada",earthquake,,5.5,0.09,2,reviewed,nn,nn
2018-04-14T16:16:12.709Z,61.2248,-152.1803,105.7,1.4,ml,,,,0.39,ak,ak19244223,2018-04-19T17:17:41.131Z,"76km NW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-14T16:12:27.550Z,59.1316,-136.7531,5.5,1.4,ml,,,,0.49,ak,ak19235343,2018-04-19T17:17:40.576Z,"75km W of Haines, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T16:09:21.450Z,37.5488333,-118.8545,4.82,0.26,md,8,211,0.0458,0.12,nc,nc72999426,2018-04-16T17:00:04.567Z,"15km SE of Mammoth Lakes, CA",earthquake,1.37,1.06,0.189,6,reviewed,nc,nc
2018-04-14T15:48:02.383Z,63.5182,-150.2925,133.7,1.9,ml,,,,0.36,ak,ak19235335,2018-04-19T17:17:39.810Z,"68km WNW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T15:45:29.520Z,36.0024986,-120.8840027,9.14,1.79,md,31,41,0.02272,0.06,nc,nc72999421,2018-04-14T18:14:03.084Z,"3km SE of San Ardo, CA",earthquake,0.25,0.61,0.24,14,automatic,nc,nc
2018-04-14T15:43:32.550Z,35.998333,-120.8828354,8.55,1.41,md,9,98,0.02698,0.04,nc,nc72999416,2018-04-14T17:46:03.699Z,"3km SE of San Ardo, CA",earthquake,0.83,0.71,0.34,4,automatic,nc,nc
2018-04-14T15:38:37.277Z,61.1801,-150.6753,12.5,2,ml,,,,0.82,ak,ak19235328,2018-04-19T17:16:58.946Z,"41km W of Anchorage, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T15:37:24.905Z,60.1883,-151.2099,51.7,1,ml,,,,0.31,ak,ak19235327,2018-04-19T17:16:58.442Z,"20km SSE of Cohoe, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-04-14T15:28:39.789Z,56.0723,-149.2669,10,2.6,ml,,,,0.45,ak,ak19244218,2018-04-19T17:16:57.942Z,"270km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-04-14T15:21:29.740Z,36.8636665,-121.3034973,6.47,2.01,md,35,95,0.07265,0.07,nc,nc72999406,2018-04-14T17:20:04.555Z,"8km NE of Ridgemark, CA",earthquake,0.22,0.8,0.18,34,automatic,nc,nc
2018-04-14T15:20:06.000Z,9.0321,-98.7035,10,4.5,mb,,202,8.48,1.01,us,us2000e095,2018-04-14T20:56:26.040Z,"Off the coast of Mexico",earthquake,6.6,2,0.092,35,reviewed,us,us
2018-04-14T15:06:21.860Z,38.8069992,-122.82267,1.6,0.88,md,9,116,0.005416,0.05,nc,nc72999401,2018-04-14T17:05:03.484Z,"7km WNW of The Geysers, CA",earthquake,0.47,0.9,0.12,3,automatic,nc,nc
2018-04-14T14:47:50.600Z,-4.9516,102.0608,53.94,4.6,mb,,188,3.327,0.86,us,us2000e08q,2018-04-15T05:50:05.272Z,"129km S of Bengkulu, Indonesia",earthquake,10.4,9.6,0.098,31,reviewed,us,us
2018-04-14T14:37:27.270Z,35.4841652,-120.770668,3.98,1.46,md,13,122,0.1049,0.05,nc,nc72999396,2018-04-14T16:39:04.326Z,"9km W of Atascadero, CA",earthquake,0.68,1.76,0.28,7,automatic,nc,nc
2018-04-14T14:26:39.581Z,53.9005,-163.2108,25.3,2.3,ml,,,,0.6,ak,ak19235220,2018-04-19T17:16:57.426Z,"106km S of False Pass, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-04-14T14:08:58.920Z,36.2859,-97.4976,5,1.8,ml,,101,0.213,0.32,us,us2000e0gp,2018-04-15T02:57:19.040Z,"18km W of Perry, Oklahoma",earthquake,1,1.7,0.077,22,reviewed,us,us
2018-04-14T14:00:56.425Z,37.8949,-117.6553,0,0.9,ml,11,135.21,0.29,0.159,nn,nn00630453,2018-04-15T02:05:54.093Z,"41km WSW of Tonopah, Nevada",earthquake,,0,0.75,4,reviewed,nn,nn
2018-04-14T13:50:04.470Z,33.508,-116.7965,5.89,0.62,ml,24,52,0.07565,0.18,ci,ci38148832,2018-04-15T23:30:46.600Z,"10km NE of Aguanga, CA",earthquake,0.28,1.1,0.105,20,reviewed,ci,ci
2018-04-14T13:49:09.380Z,33.8816667,-116.8936667,14.35,0.7,ml,33,129,0.08243,0.16,ci,ci38148824,2018-04-16T17:53:22.892Z,"5km SSW of Banning, CA",earthquake,0.27,0.66,0.108,12,reviewed,ci,ci
2018-04-14T13:46:48.270Z,33.5115,-116.7913333,5.72,0.53,ml,19,69,0.07019,0.14,ci,ci38148816,2018-04-15T23:31:03.441Z,"10km NE of Aguanga, CA",earthquake,0.25,0.85,0.093,11,reviewed,ci,ci
2018-04-14T13:41:06.495Z,58.8996,-154.742,123.4,1.9,ml,,,,0.52,ak,ak19244216,2018-04-19T17:16:56.821Z,"95km S of Old Iliamna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-04-14T13:36:09.250Z,38.9763336,-122.7734985,3.5,1.93,md,9,186,0.08826,0.02,nc,nc72999391,2018-04-14T16:13:03.159Z,"3km SSE of Soda Bay, CA",earthquake,0.35,1.76,0.24,8,automatic,nc,nc
2018-04-14T13:33:16.740Z,38.8348351,-122.7903366,1.72,0.82,md,9,137,0.01337,0.02,nc,nc72999386,2018-04-14T15:47:02.002Z,"6km WNW of Cobb, CA",earthquake,0.57,0.49,0.23,3,automatic,nc,nc
2018-04-14T13:26:42.250Z,33.2136667,-116.7316667,13.23,0.94,ml,34,52,0.0318,0.17,ci,ci38148808,2018-04-15T23:31:06.689Z,"4km SE of Lake Henshaw, CA",earthquake,0.24,0.53,0.137,27,reviewed,ci,ci
2018-04-14T13:26:14.073Z,53.8553,-166.8436,4.8,1.3,ml,,,,0.4,ak,ak19235216,2018-04-19T17:16:56.310Z,"20km W of Unalaska, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T13:22:43.296Z,36.7281,-116.0206,4.5,0,ml,9,153.59,0.028,0.0868,nn,nn00630381,2018-04-15T02:04:53.359Z,"57km N of Pahrump, Nevada",earthquake,,1.9,0.37,4,reviewed,nn,nn
2018-04-14T13:22:38.790Z,33.7026667,-116.8265,15.34,1.04,ml,48,40,0.07462,0.19,ci,ci38148792,2018-04-16T16:43:12.868Z,"8km SE of Valle Vista, CA",earthquake,0.2,0.41,0.121,19,reviewed,ci,ci
2018-04-14T13:12:58.467Z,60.0727,-153.0203,117.8,1.3,ml,,,,0.38,ak,ak19244214,2018-04-19T17:16:55.789Z,"48km SSW of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T13:08:36.860Z,35.3018333,-118.5966667,5.25,1.35,ml,32,122,0.1033,0.14,ci,ci38148784,2018-04-16T16:12:00.172Z,"23km NW of Tehachapi, CA",earthquake,0.2,0.42,0.145,21,reviewed,ci,ci
2018-04-14T13:00:08.596Z,61.4003,-151.1543,70.1,1.1,ml,,,,0.36,ak,ak19235213,2018-04-19T17:16:55.246Z,"65km WSW of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T12:57:43.183Z,66.8814,-146.7631,19.2,1,ml,,,,0.41,ak,ak19235214,2018-04-19T17:16:54.728Z,"74km WNW of Fort Yukon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T12:55:49.246Z,38.2281,-118.5496,4.1,0.4,ml,4,306.56,0.042,0.0381,nn,nn00630452,2018-04-15T02:05:52.495Z,"33km S of Hawthorne, Nevada",earthquake,,3.8,0.46,2,reviewed,nn,nn
2018-04-14T12:47:17.200Z,38.8414993,-122.8215027,0.59,0.57,md,9,94,0.0113,0.01,nc,nc72999381,2018-04-14T13:17:03.195Z,"9km WNW of Cobb, CA",earthquake,0.25,0.77,,1,automatic,nc,nc
2018-04-14T12:46:41.130Z,37.264,71.9112,94.19,4.4,mb,,66,0.332,1.31,us,us2000e080,2018-04-20T07:27:44.040Z,"7km E of Roshtqal'a, Tajikistan",earthquake,7,8.4,0.123,19,reviewed,us,us
2018-04-14T12:40:54.020Z,56.2841,-149.2762,19.91,2.9,ml,,209,2.35,0.3,us,us1000dnqm,2018-04-20T07:24:32.040Z,"253km SE of Kodiak, Alaska",earthquake,8.7,8.2,0.057,40,reviewed,us,us
2018-04-14T12:40:12.157Z,58.4762,-154.1471,81.3,1.9,ml,,,,0.41,ak,ak19235110,2018-04-19T17:16:53.595Z,"104km N of Larsen Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T12:39:32.595Z,63.5253,-150.8194,9.4,0.8,ml,,,,0.48,ak,ak19235108,2018-04-19T17:16:53.067Z,"94km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T12:26:55.090Z,37.5413333,-118.834,6.06,0.82,md,12,125,0.04876,0.12,nc,nc72999376,2018-04-16T16:50:02.992Z,"14km W of Toms Place, CA",earthquake,0.91,1.26,0.122,9,reviewed,nc,nc
2018-04-14T12:24:12.320Z,37.5515,-118.8251667,7.63,0.66,md,18,189,0.03859,0.03,nc,nc72999371,2018-04-16T23:08:02.091Z,"13km W of Toms Place, CA",earthquake,0.48,0.7,0.173,17,reviewed,nc,nc
2018-04-14T12:20:49.501Z,59.8171,-152.8924,105.6,1.4,ml,,,,0.44,ak,ak19244208,2018-04-19T17:16:52.502Z,"59km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T12:13:30.680Z,44.83,-112.3231667,12.19,1.58,ml,13,79,0.242,0.1,mb,mb80289879,2018-04-15T14:16:16.400Z,"30km NE of Lima, Montana",earthquake,0.32,0.86,0.112,5,reviewed,mb,mb
2018-04-14T12:10:57.970Z,56.4571,-148.7442,20.59,2.7,ml,,202,2.479,0.7,us,us1000dnql,2018-04-20T07:21:37.040Z,"266km ESE of Kodiak, Alaska",earthquake,7.6,10,0.051,50,reviewed,us,us
2018-04-14T12:07:03.717Z,53.4006,-164.223,4.7,2.4,ml,,,,0.47,ak,ak19244206,2018-04-19T17:16:51.416Z,"130km SE of Akutan, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-04-14T12:03:43.030Z,44.8365,-112.328,5.93,0.06,md,4,118,0.248,0.06,mb,mb80290059,2018-04-16T15:40:30.350Z,"30km NE of Lima, Montana",earthquake,0.48,6.8,0.115,3,reviewed,mb,mb
2018-04-14T12:03:23.471Z,63.2362,-152.7406,10.2,1,ml,,,,0.48,ak,ak19235106,2018-04-19T17:16:50.876Z,"147km ENE of McGrath, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T12:02:56.490Z,38.8073349,-122.8176651,2.52,1.42,md,25,76,0.009124,0.04,nc,nc72999361,2018-04-14T15:21:03.865Z,"6km WNW of The Geysers, CA",earthquake,0.23,0.39,0.05,6,automatic,nc,nc
2018-04-14T11:59:13.053Z,38.3695,-118.9053,2.1,0.9,ml,6,177.56,0.336,0.1995,nn,nn00630451,2018-04-15T02:05:51.149Z,"29km SW of Hawthorne, Nevada",earthquake,,5.1,0.01,2,reviewed,nn,nn
2018-04-14T11:53:28.330Z,38.8408318,-122.8383331,1.26,0.4,md,7,98,0.003155,0.01,nc,nc72999356,2018-04-14T12:33:04.232Z,"10km NW of The Geysers, CA",earthquake,0.31,0.79,0.43,2,automatic,nc,nc
2018-04-14T11:52:00.530Z,19.1681667,-155.4718333,31.8,1.71,md,33,81,0.01566,0.1,hv,hv70080566,2018-04-16T22:12:58.290Z,"4km SSE of Pahala, Hawaii",earthquake,0.6,0.88,0.039,18,reviewed,hv,hv
2018-04-14T11:49:35.910Z,33.2326667,-116.775,12.64,0.67,ml,39,39,0.01401,0.15,ci,ci38148776,2018-04-16T15:56:34.149Z,"2km SW of Lake Henshaw, CA",earthquake,0.18,0.49,0.117,18,reviewed,ci,ci
2018-04-14T11:42:38.180Z,35.5585,-118.5311667,1.97,1.67,ml,24,57,0.114,0.16,ci,ci38148768,2018-04-15T23:33:44.342Z,"5km SW of Bodfish, CA",earthquake,0.32,0.69,0.203,29,reviewed,ci,ci
2018-04-14T11:41:09.471Z,38.3969,-118.9042,8.8,2.2,ml,34,47.79,0.124,0.192,nn,nn00630374,2018-04-16T16:50:26.386Z,"28km WSW of Hawthorne, Nevada",earthquake,,1.7,0.27,9,reviewed,nn,nn
2018-04-14T11:40:58.550Z,38.7608337,-122.7285004,1.8,1.2,md,9,99,0.01492,0.04,nc,nc72999341,2018-04-14T14:26:02.552Z,"3km SE of The Geysers, CA",earthquake,0.77,0.69,0.08,5,automatic,nc,nc
2018-04-14T11:36:54.610Z,38.8226662,-122.8290024,1.88,0.89,md,16,113,0.00473,0.04,nc,nc72999336,2018-04-14T14:00:03.432Z,"8km NW of The Geysers, CA",earthquake,0.33,0.47,0.09,6,automatic,nc,nc
2018-04-14T11:32:23.300Z,33.9208333,-117.1543333,14.05,0.54,ml,15,86,0.02937,0.09,ci,ci38148760,2018-04-16T17:42:26.019Z,"7km E of Moreno Valley, CA",earthquake,0.2,0.34,0.06,7,reviewed,ci,ci
2018-04-14T11:30:46.025Z,60.5612,-152.5184,14,0.8,ml,,,,0.53,ak,ak19244204,2018-04-19T17:16:50.336Z,"14km NE of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T11:30:17.586Z,61.2669,-147.6588,0,1,ml,,,,0.28,ak,ak19235011,2018-04-19T17:16:49.804Z,"72km WNW of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-04-14T11:23:17.670Z,-2.6123,138.3636,44.98,4,mb,,132,6.115,0.58,us,us1000dnmd,2018-04-20T07:17:55.040Z,"246km W of Abepura, Indonesia",earthquake,11.7,9.1,0.139,14,reviewed,us,us
2018-04-14T11:20:18.429Z,60.2318,-150.9771,57.2,1.3,ml,,,,0.53,ak,ak19235009,2018-04-19T17:16:49.221Z,"23km SE of Cohoe, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T11:15:25.631Z,61.5374,-148.1475,29.1,1.1,ml,,,,0.47,ak,ak19235005,2018-04-19T17:16:48.655Z,"43km ESE of Lazy Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-14T11:14:17.010Z,41.8468333,-112.3656667,2.42,1,md,6,98,0.08793,0.06,uu,uu60278257,2018-04-16T17:55:58.170Z,"20km NW of Garland, Utah",earthquake,0.41,3.08,0.087,4,reviewed,uu,uu
2018-04-14T11:10:19.610Z,56.2759,-149.4252,19.95,2.7,ml,,225,2.294,0.31,us,us1000dnqj,2018-04-20T07:07:02.040Z,"247km SE of Kodiak, Alaska",earthquake,5.5,9.8,0.069,28,reviewed,us,us
2018-04-14T11:08:05.838Z,63.0588,-149.5717,12.6,1,ml,,,,0.39,ak,ak19235002,2018-04-19T17:16:47.556Z,"48km SW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-04-14T11:04:20.630Z,38.8038333,-122.8318333,2.68,0.41,md,15,70,0.005439,0.05,nc,nc72999331,2018-04-16T18:43:03.590Z,"7km WNW of The Geysers, CA",earthquake,0.43,0.43,0.184,4,reviewed,nc,nc
2018-04-14T11:02:21.158Z,63.265,-151.1078,4.3,1,ml,,,,0.51,ak,ak19234999,2018-04-19T17:16:47.007Z,"108km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-04-14T11:00:03.250Z,38.8093338,-122.824501,1.76,0.8,md,9,71,0.003684,0.05,nc,nc72999326,2018-04-14T11:14:01.729Z,"7km WNW of The Geysers, CA",earthquake,0.41,0.62,0.24,3,automatic,nc,nc
2018-04-14T10:58:59.543Z,56.4521,-149.223,2.7,2.8,ml,,,,0.53,ak,ak19234995,2018-04-19T17:16:46.374Z,"243km SE of Kodiak, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2018-04-14T10:58:54.469Z,66.9764,-157.7579,4.5,1.5,ml,,,,0.66,ak,ak19234996,2018-04-19T17:16:45.770Z,"39km WNW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-14T10:57:31.467Z,56.4508,-148.8317,4.8,2.7,ml,,,,0.54,ak,ak19244195,2018-04-19T17:16:45.181Z,"262km ESE of Kodiak, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2018-04-14T10:57:12.387Z,53.011,-161.8604,6.3,2.8,ml,,,,0.4,ak,ak19244194,2018-04-19T17:16:44.503Z,"228km SSE of False Pass, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-04-14T10:50:21.150Z,38.7583351,-122.7263336,2.33,2.29,md,40,61,0.01529,0.09,nc,nc72999321,2018-04-14T13:06:03.450Z,"3km SE of The Geysers, CA",earthquake,0.22,0.35,0.14,27,automatic,nc,nc
2018-04-14T10:46:50.927Z,56.3814,-148.6238,1.5,2.8,ml,,,,0.4,ak,ak19244193,2018-04-19T17:16:43.826Z,"277km ESE of Kodiak, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-04-14T10:42:32.580Z,54.0547,-162.7725,15.4,2.4,ml,,,,0.6,ak,ak19234986,2018-04-19T17:16:43.169Z,"97km SSE of False Pass, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-04-14T10:36:02.347Z,56.2739,-149.1772,9.1,2.6,ml,,,,0.59,ak,ak19244191,2018-04-19T17:16:42.550Z,"258km SE of Kodiak, Alaska",earthquake,,10.5,,,reviewed,ak,ak
2018-04-14T10:30:20.262Z,38.3368,-118.5942,11.6,0.3,ml,4,230.28,0.111,0.0146,nn,nn00630431,2018-04-15T02:05:31.986Z,"21km S of Hawthorne, Nevada",earthquake,,6.4,0.42,2,reviewed,nn,nn
